,small_area,geometry,WIMD 2025 overall quintile
72,W01001771,"POLYGON ((-3.1920062173186827 51.52164998540998, -3.1912424259629937 51.51958390275529, -3.1925643097113046 51.51965312143154, -3.1925760605247437 51.51935262846867, -3.193129273960424 51.51929972228138, -3.1931019764380477 51.51811309072493, -3.192421349547959 51.518104520157486, -3.191668724146107 51.519007131312314, -3.190590779590573 51.51901844831462, -3.189825358577813 51.518676270815924, -3.1913923887413658 51.51803421737143, -3.1910019251047412 51.517411148662006, -3.190125205301322 51.51681789032712, -3.189579032491425 51.51697735466317, -3.188846747284672 51.516228554880804, -3.189315053392866 51.516009846672304, -3.1906524990478617 51.51561644778635, -3.1902570357147706 51.515202546798506, -3.1908315714667275 51.514931031124796, -3.1902933957647104 51.5143984397421, -3.19235987919159 51.51346844786525, -3.192461169641483 51.51294623054358, -3.1930120168056413 51.5128724604852, -3.1931601775488816 51.51351275763796, -3.193842339124851 51.51335942720388, -3.194022321554977 51.51372188558445, -3.1935355666158944 51.513911081545906, -3.1938600941222157 51.51426326408306, -3.1943616982907233 51.5141223916902, -3.194545837278896 51.51488263646677, -3.1949134487642548 51.51486452771426, -3.19507273716261 51.515252013789244, -3.1967153690313186 51.51525876762959, -3.1967032908357944 51.515462691859035, -3.1965863124222094 51.51723101456366, -3.1966094280332977 51.51726503775923, -3.19644156567189 51.51965858943502, -3.1985961074485063 51.51955723587226, -3.201237172894061 51.51942166369165, -3.2016705755305552 51.52151590070191, -3.1992592358116334 51.521600091568686, -3.1991363191672453 51.52160471228329, -3.197183364935386 51.521678174192616, -3.1920062173186827 51.52164998540998))",5
73,W01001772,"POLYGON ((-3.20349863804803 51.51050064684887, -3.204005409668437 51.510273641786576, -3.2043644627082704 51.51063571802082, -3.2066338516548725 51.5121203474856, -3.209667658350759 51.51359839936847, -3.213693400151917 51.51555968540984, -3.216809883622073 51.51699880051821, -3.214609063071277 51.51729991066267, -3.2136022987712973 51.51746247263001, -3.2108310469718537 51.5179007785438, -3.2085279439460823 51.518657994027706, -3.20823526143008 51.51832443544195, -3.208786465652641 51.51804150310635, -3.208411037413368 51.51731512312408, -3.2080928895088934 51.516750005807054, -3.2072600005041596 51.51671527794861, -3.2066589596635193 51.51578630755257, -3.205094299352751 51.51386964418066, -3.2052505029039025 51.513750640791464, -3.2054148604577493 51.51358080314876, -3.203312179534102 51.512196395277485, -3.20259900949291 51.51149090052388, -3.2037842471758617 51.51105486199667, -3.20349863804803 51.51050064684887))",5
74,W01001773,"POLYGON ((-3.1965863124222094 51.51723101456366, -3.1967032908357944 51.515462691859035, -3.1998181754045922 51.51540359225417, -3.200026998385363 51.51575820763846, -3.2009233371765125 51.51565884444625, -3.20197992436256 51.51640819357426, -3.202803480968354 51.516778307994834, -3.2037267800236355 51.515626073982276, -3.2035773072494 51.51495284802263, -3.2054529544927726 51.514386615371926, -3.2044596757008006 51.5142325215076, -3.205094299352751 51.51386964418066, -3.2066589596635193 51.51578630755257, -3.2072600005041596 51.51671527794861, -3.2080928895088934 51.516750005807054, -3.208411037413368 51.51731512312408, -3.208786465652641 51.51804150310635, -3.20823526143008 51.51832443544195, -3.2085279439460823 51.518657994027706, -3.2066385772622117 51.51891323671873, -3.204667412895525 51.51908849439562, -3.201261163813024 51.51940935984559, -3.201237172894061 51.51942166369165, -3.1985961074485063 51.51955723587226, -3.19644156567189 51.51965858943502, -3.1966094280332977 51.51726503775923, -3.1965863124222094 51.51723101456366))",4
75,W01001774,"POLYGON ((-3.19507273716261 51.515252013789244, -3.1949134487642548 51.51486452771426, -3.194545837278896 51.51488263646677, -3.1943616982907233 51.5141223916902, -3.1938600941222157 51.51426326408306, -3.1935355666158944 51.513911081545906, -3.194022321554977 51.51372188558445, -3.193842339124851 51.51335942720388, -3.1931601775488816 51.51351275763796, -3.1930120168056413 51.5128724604852, -3.192461169641483 51.51294623054358, -3.1920906074921533 51.51144835463755, -3.192572938876113 51.50950120246595, -3.1928144231489157 51.50992610375185, -3.193216682463957 51.50959376254585, -3.193919338554027 51.50998675959099, -3.194749091770873 51.51007368480389, -3.1948194634844875 51.511642825222445, -3.1953103360360706 51.511382714033495, -3.1969925199913845 51.51134402894705, -3.197211158342813 51.511657412259574, -3.198496361170335 51.51118523951669, -3.198731767988126 51.51011210619925, -3.1992085738916725 51.51131667629733, -3.199714458215736 51.51133500672179, -3.1998075966411217 51.5122778334296, -3.1992832465072913 51.512736442058575, -3.1995970421342554 51.514238663018105, -3.199950289961236 51.514360809513256, -3.1997266297222415 51.51467927947921, -3.1998181754045922 51.51540359225417, -3.1967032908357944 51.515462691859035, -3.1967153690313186 51.51525876762959, -3.19507273716261 51.515252013789244))",5
76,W01001775,"POLYGON ((-3.20197992436256 51.51640819357426, -3.2009233371765125 51.51565884444625, -3.200026998385363 51.51575820763846, -3.1998181754045922 51.51540359225417, -3.1997266297222415 51.51467927947921, -3.199950289961236 51.514360809513256, -3.1995970421342554 51.514238663018105, -3.1992832465072913 51.512736442058575, -3.1998075966411217 51.5122778334296, -3.199714458215736 51.51133500672179, -3.1996876120095576 51.5099052022043, -3.199684777795048 51.509797328506814, -3.1997583779403853 51.50719860180013, -3.2025824304354304 51.5088665618572, -3.203708905607247 51.50997184070514, -3.204005409668437 51.510273641786576, -3.20349863804803 51.51050064684887, -3.2037842471758617 51.51105486199667, -3.20259900949291 51.51149090052388, -3.203312179534102 51.512196395277485, -3.2054148604577493 51.51358080314876, -3.2052505029039025 51.513750640791464, -3.205094299352751 51.51386964418066, -3.2044596757008006 51.5142325215076, -3.2054529544927726 51.514386615371926, -3.2035773072494 51.51495284802263, -3.2037267800236355 51.515626073982276, -3.202803480968354 51.516778307994834, -3.20197992436256 51.51640819357426))",4
77,W01001776,"POLYGON ((-3.197211158342813 51.511657412259574, -3.1969925199913845 51.51134402894705, -3.1953103360360706 51.511382714033495, -3.1948194634844875 51.511642825222445, -3.194749091770873 51.51007368480389, -3.193919338554027 51.50998675959099, -3.193216682463957 51.50959376254585, -3.1928144231489157 51.50992610375185, -3.192572938876113 51.50950120246595, -3.1923862312471187 51.508548783143, -3.1914950271100677 51.50850506836997, -3.1920093058228134 51.50612598308918, -3.1928487266714303 51.50579476413233, -3.194725588700435 51.50580197612029, -3.197484033338932 51.50514265327932, -3.198449236229206 51.504716973125674, -3.1990272266460336 51.50588358809547, -3.1997583779403853 51.50719860180013, -3.199684777795048 51.509797328506814, -3.1996876120095576 51.5099052022043, -3.199714458215736 51.51133500672179, -3.1992085738916725 51.51131667629733, -3.198731767988126 51.51011210619925, -3.198496361170335 51.51118523951669, -3.197211158342813 51.511657412259574))",5
78,W01001777,"POLYGON ((-3.152043603010554 51.54549840950315, -3.152142192876334 51.54514477363673, -3.15141993246964 51.545158645352615, -3.149020284624936 51.54342792872757, -3.149080277701126 51.5428078236455, -3.1518580168959236 51.54287314115245, -3.1551111996630414 51.541667624482756, -3.156504870769703 51.5414507801806, -3.159406999673559 51.53879512612966, -3.1583111511061657 51.536219455936674, -3.157759083778942 51.53618907053124, -3.1570215535318966 51.53538604475705, -3.157382021482045 51.53448429514197, -3.157067000130159 51.534217669201986, -3.157909749017448 51.53390246778177, -3.158070459777313 51.53329183777196, -3.157568483706072 51.53246587631721, -3.1576757003837574 51.53138199700801, -3.1590296532196738 51.531719364032085, -3.1591202590268117 51.53179173226402, -3.1604792705270355 51.53280410498374, -3.1605779174126183 51.532039439363956, -3.162570910595338 51.532699353603036, -3.1648031707158193 51.53204860510617, -3.16530880245476 51.53227781078676, -3.1656843971267787 51.532369328985865, -3.1666319389394006 51.53266800409587, -3.1668472345848753 51.533300667847314, -3.168476945095138 51.53392367735702, -3.1725253846289205 51.53282592120617, -3.1750454143600058 51.53331648251443, -3.1753643652538357 51.53382333975265, -3.1762261533802736 51.53412184919539, -3.1785061102721586 51.53529718291203, -3.17883458787672 51.53589001387959, -3.179649227501752 51.536005601607066, -3.180114920353272 51.53622717325709, -3.178986093359411 51.536880621572344, -3.179199719326777 51.53752787524489, -3.178336897147629 51.53762748080383, -3.178977566827136 51.53826021840864, -3.178803334597837 51.53854444801981, -3.178444098642814 51.5389194744211, -3.1771271499947105 51.53879042496803, -3.177540173947027 51.539441554513004, -3.176956288970974 51.5393463735424, -3.1767887051632173 51.54025781237863, -3.176761686605656 51.540664837821865, -3.1761616305930707 51.540776285457405, -3.1763195285316295 51.541441149368914, -3.177432432566563 51.54190824961529, -3.176978757525728 51.54199298284352, -3.177032950500133 51.54228189494829, -3.1758830601306776 51.54245381963305, -3.1766711193909045 51.54306334510256, -3.17627616494862 51.54352627608238, -3.1767073449520784 51.54370949839499, -3.176799727688053 51.544332898212375, -3.176816536690023 51.544829939623106, -3.175444048440314 51.54540009698657, -3.1744939131688756 51.54486492568473, -3.1724359330478307 51.54460006823409, -3.171133894952758 51.54522997677785, -3.171364183765004 51.54707309486692, -3.167608097706791 51.54987972326162, -3.1669235107488447 51.552488125607546, -3.1660460137712962 51.552854455261816, -3.165140859487737 51.55556544004619, -3.165750596721457 51.559595179190936, -3.163838745383517 51.5604313786731, -3.1607193902488504 51.558921550741225, -3.1569163824334505 51.55722831404463, -3.1557236489058393 51.55600831937482, -3.1549793753111635 51.554236930958986, -3.1541878727790533 51.553954223229475, -3.1525659798578083 51.55164005779952, -3.152280985971046 51.551261507448295, -3.1532342992280524 51.55047028915961, -3.1531409616052097 51.55012951841908, -3.1545079528968 51.54910190554869, -3.155292431702094 51.54908960529243, -3.1550229922894726 51.54864885490794, -3.155737979670787 51.547900924142645, -3.1547279905658976 51.546945600714125, -3.154254244329334 51.54689051278582, -3.1538517209952075 51.545961995892114, -3.1521618463754373 51.545859887587575, -3.152043603010554 51.54549840950315))",5
79,W01001778,"POLYGON ((-3.165750596721457 51.559595179190936, -3.165140859487737 51.55556544004619, -3.1660460137712962 51.552854455261816, -3.1669235107488447 51.552488125607546, -3.167608097706791 51.54987972326162, -3.171364183765004 51.54707309486692, -3.171133894952758 51.54522997677785, -3.1724359330478307 51.54460006823409, -3.1744939131688756 51.54486492568473, -3.175444048440314 51.54540009698657, -3.176816536690023 51.544829939623106, -3.176799727688053 51.544332898212375, -3.1767073449520784 51.54370949839499, -3.17627616494862 51.54352627608238, -3.1766711193909045 51.54306334510256, -3.1758830601306776 51.54245381963305, -3.177032950500133 51.54228189494829, -3.176978757525728 51.54199298284352, -3.177432432566563 51.54190824961529, -3.1763195285316295 51.541441149368914, -3.1761616305930707 51.540776285457405, -3.176761686605656 51.540664837821865, -3.1767887051632173 51.54025781237863, -3.176956288970974 51.5393463735424, -3.177540173947027 51.539441554513004, -3.1771271499947105 51.53879042496803, -3.178444098642814 51.5389194744211, -3.178803334597837 51.53854444801981, -3.178977566827136 51.53826021840864, -3.178336897147629 51.53762748080383, -3.179199719326777 51.53752787524489, -3.178986093359411 51.536880621572344, -3.180114920353272 51.53622717325709, -3.1808466726623834 51.53763399528214, -3.181857355862747 51.537630541818245, -3.183260563816638 51.53710795560024, -3.183797596235307 51.53752039109478, -3.184235109383077 51.53836935762015, -3.1850850772710846 51.54015166998973, -3.18563122816462 51.54361573959584, -3.185528046919145 51.54477076066474, -3.1882349842805673 51.54525809669031, -3.189772915554852 51.546001939714756, -3.1912190683609256 51.54580694318188, -3.192544099172354 51.54570139168106, -3.197913486495706 51.5452481662127, -3.2024426171193126 51.544200688538666, -3.2065824142991617 51.54272781828129, -3.2086066271748224 51.54856955381626, -3.2096526138073433 51.549943380666434, -3.2105837554043704 51.55041764390391, -3.213544562423478 51.550674790194606, -3.2158642277753966 51.55134666668508, -3.2135062043191778 51.551728662032076, -3.2127252595415112 51.55157668334575, -3.2120396662843316 51.551964519457435, -3.203321034443553 51.55371594121915, -3.2019932392053705 51.55432338582917, -3.202767134137407 51.555305927705824, -3.1999513073469465 51.55675177208755, -3.19949414480567 51.556283104388584, -3.198796532470683 51.55630694211596, -3.1949153409889623 51.556765522277956, -3.1911682536217603 51.55767400120607, -3.189088166945652 51.55749461305167, -3.187982428241814 51.55669964571753, -3.1846553986786286 51.55694600153709, -3.1840558957809098 51.55668862001332, -3.1796377918572833 51.55740425570531, -3.179816501738142 51.55758913294147, -3.1777517227784244 51.558195102851094, -3.1704127755956644 51.558759611670446, -3.165750596721457 51.559595179190936))",5
80,W01001779,"POLYGON ((-3.2180750073373576 51.49873743201662, -3.2201828971581823 51.49653385928101, -3.2211379224671197 51.49621860068656, -3.2202198326224782 51.495740998441455, -3.2199843924190747 51.49506252566866, -3.2187195205012418 51.49463006661281, -3.2199122793907318 51.494287830038836, -3.219903493303152 51.493686334392976, -3.220786547131836 51.49437117672695, -3.2214558716493937 51.49427277607936, -3.2213904202215096 51.49378963808045, -3.2205411771258934 51.49274731573876, -3.2224552309577703 51.49131196395838, -3.221993587066638 51.49105108792196, -3.222684622969235 51.4904789149786, -3.223740138947253 51.49054331128286, -3.223501815493473 51.490990573838644, -3.2246258952512084 51.491479176891616, -3.2244681702033824 51.49192695009781, -3.2252034307141386 51.492508357962365, -3.223704755979642 51.492923070838366, -3.224134784379983 51.49388673446539, -3.223708071930171 51.49399397546432, -3.2239396746843556 51.494314368451825, -3.228404882590559 51.49400533327523, -3.2301869733650124 51.49337966115635, -3.2297386876033407 51.49316411156352, -3.23027636945428 51.492626337097725, -3.2292655983443384 51.49151209187794, -3.229785526657524 51.49117699152323, -3.2316543266194646 51.49085636015836, -3.2328537428526207 51.49262175382381, -3.233755037159524 51.493988000867, -3.2345674741178456 51.49582360972884, -3.2346877710585935 51.496439091047215, -3.2327815336171333 51.49672496795386, -3.2312638056508596 51.49669618931639, -3.230367085149008 51.49617577948875, -3.228528162316075 51.49635388582852, -3.22742038184129 51.496493550496815, -3.22584061778445 51.495519274059966, -3.225308472653437 51.49551633888832, -3.2247220868325153 51.49638967396465, -3.224985565180808 51.49683654506501, -3.2234391765847787 51.496603542080486, -3.2228985851277168 51.49681723664951, -3.223957662737018 51.497592035762054, -3.2230451018797157 51.49831342892968, -3.222290096619009 51.498341004766466, -3.220738121578166 51.49867129009468, -3.2180750073373576 51.49873743201662))",5
81,W01001780,"POLYGON ((-3.234568664823245 51.50613438282038, -3.23219802274515 51.50407627573829, -3.2314316154145244 51.5032594975992, -3.229596346725546 51.501028559002286, -3.227684811332877 51.50016873643151, -3.2252203668567287 51.4990336926372, -3.2230451018797157 51.49831342892968, -3.223957662737018 51.497592035762054, -3.2228985851277168 51.49681723664951, -3.2234391765847787 51.496603542080486, -3.224985565180808 51.49683654506501, -3.2247220868325153 51.49638967396465, -3.225308472653437 51.49551633888832, -3.22584061778445 51.495519274059966, -3.22742038184129 51.496493550496815, -3.228528162316075 51.49635388582852, -3.230367085149008 51.49617577948875, -3.2312638056508596 51.49669618931639, -3.2327815336171333 51.49672496795386, -3.2346877710585935 51.496439091047215, -3.234501546452005 51.49929424670818, -3.233712134324773 51.500956630734564, -3.2351663943055855 51.50132443920423, -3.234219463530582 51.502110521459095, -3.2344521011216014 51.502346619446996, -3.235057903954387 51.50226132709548, -3.237048277267864 51.50419477784042, -3.237342547558539 51.50417869770502, -3.2376596916570506 51.50462228552378, -3.238610255199749 51.50430194629609, -3.239779892822454 51.50473145814106, -3.239914173261814 51.50437036118442, -3.2390365738466445 51.50348007600516, -3.2392804587980084 51.50319017957773, -3.2413851721558773 51.50358792083354, -3.241468626373992 51.50367654299633, -3.241503814561108 51.504531087266685, -3.239165505754729 51.50504763701044, -3.2387978330103766 51.505422615959226, -3.2366317275123584 51.50600207059886, -3.235902719637289 51.50673657528123, -3.234568664823245 51.50613438282038))",5
